iter	Passed	Remaining
455	984	1174
456	986	1171
457	987	1169
458	989	1166
459	991	1163
460	993	1161
461	997	1161
462	999	1159
463	1002	1158
464	1004	1155
465	1006	1153
466	1008	1151
467	1010	1149
468	1014	1148
469	1016	1145
470	1018	1143
471	1021	1142
472	1027	1145
473	1029	1142
474	1031	1140
475	1033	1137
476	1035	1135
477	1037	1132
478	1040	1131
479	1042	1128
480	1048	1130
481	1050	1128
482	1052	1126
483	1054	1124
484	1058	1123
485	1060	1121
486	1061	1118
487	1063	1116
488	1065	1113
489	1067	1111
490	1069	1109
491	1071	1106
492	1073	1103
493	1074	1100
494	1075	1097
495	1077	1094
496	1078	1091
497	1080	1088
498	1081	1085
499	1083	1083
500	1084	1080
501	1086	1077
502	1087	1074
503	1091	1073
504	1092	1070
505	1093	1068
506	1095	1065
507	1096	1062
508	1097	1059
509	1099	1056
510	1100	1053
511	1101	1050
512	1103	1047
513	1105	1044
514	1106	1041
515	1107	1039
516	1109	1036
517	1110	1033
518	1114	1032
519	1115	1030
520	1117	1027
521	1120	1026
522	1122	1023
523	1124	1021
524	1126	1019
525	1128	1017
526	1130	1014
527	1132	1012
528	1141	1016
529	1143	1013
530	1146	1012
531	1148	1010
532	1150	1007
533	1154	1007
534	1156	1004
535	1157	1002
536	1161	1001
537	1162	998
538	1164	995
539	1165	993
540	1167	990
541	1168	987
542	1170	985
543	1172	983
544	1174	980
545	1176	978
546	1179	976
547	1183	976
548	1185	974
549	1187	971
550	1189	969
551	1190	966
552	1192	964
553	1194	961
554	1195	958
555	1197	956
556	1198	953
557	1200	950
558	1201	948
559	1204	946
560	1206	944
561	1209	942
562	1210	939
563	1212	937
564	1214	934
565	1215	932
566	1217	929
567	1219	927
568	1220	924
569	1222	922
570	1224	919
571	1225	917
572	1227	914
573	1229	912
574	1231	910
575	1233	908
576	1236	906
577	1238	904
578	1240	902
579	1242	899
580	1244	897
581	1246	895
582	1251	894
583	1253	892
584	1254	890
585	1256	887
586	1258	885
587	1259	882
588	1261	880
589	1262	877
590	1264	875
591	1266	872
592	1268	870
593	1269	867
594	1271	865
595	1274	863
596	1275	861
597	1277	858
598	1279	856
599	1281	854
600	1282	851
601	1284	849
602	1287	847
603	1289	845
604	1290	842
605	1292	840
606	1293	837
607	1297	836
608	1299	834
609	1300	831
610	1302	829
611	1303	826
612	1305	824
613	1307	821
614	1308	819
615	1310	816
616	1311	814
617	1313	811
618	1314	809
619	1316	806
620	1319	805
621	1321	803
622	1323	800
623	1324	798
624	1326	795
625	1327	793
626	1329	790
627	1330	788
628	1332	785
629	1333	783
630	1335	780
631	1337	778
632	1338	776
633	1343	775
634	1345	773
635	1347	771
636	1349	769
637	1352	767
638	1354	765
639	1357	763
640	1359	761
641	1362	759
642	1366	758
643	1368	756
644	1370	754
645	1372	751
646	1374	750
647	1378	748
648	1380	746
649	1382	744
650	1384	742
651	1386	739
652	1388	738
653	1390	735
654	1393	733
655	1395	731
656	1397	729
657	1399	727
658	1401	725
659	1403	722
660	1405	720
661	1407	718
662	1410	717
663	1413	715
664	1415	712
665	1416	710
666	1418	708
667	1420	706
668	1422	703
669	1424	701
670	1426	699
671	1428	697
672	1440	699
673	1442	697
674	1444	695
675	1446	693
676	1449	691
677	1451	689
678	1453	686
679	1455	684
680	1457	682
681	1461	681
682	1463	679
683	1465	677
684	1467	674
685	1469	672
686	1471	670
687	1482	672
688	1484	669
689	1486	667
690	1488	665
691	1490	663
692	1492	661
693	1494	658
694	1496	656
695	1498	654
696	1500	652
697	1504	651
698	1506	648
699	1508	646
700	1510	644
701	1512	642
702	1514	640
703	1516	637
704	1518	635
705	1523	634
706	1525	632
707	1528	630
708	1530	628
709	1532	625
710	1534	623
711	1536	621
712	1538	619
713	1540	617
714	1542	614
715	1544	612
716	1546	610
717	1548	608
718	1551	606
719	1553	604
720	1557	602
721	1559	600
722	1561	598
723	1563	596
724	1565	593
725	1567	591
726	1570	589
727	1572	587
728	1575	585
729	1577	583
730	1579	581
731	1582	579
732	1585	577
733	1586	575
734	1610	580
735	1612	578
736	1614	576
737	1616	573
738	1618	571
739	1623	570
740	1625	568
741	1627	565
742	1629	563
743	1632	561
744	1635	559
745	1637	557
746	1639	555
747	1641	552
748	1655	554
749	1657	552
750	1659	550
751	1661	547
752	1663	545
753	1665	543
754	1670	542
755	1672	539
756	1674	537
757	1676	535
758	1678	533
759	1680	530
760	1682	528
761	1683	525
762	1685	523
763	1686	520
764	1688	518
765	1690	516
766	1692	514
767	1694	511
768	1695	509
769	1700	507
770	1701	505
771	1704	503
772	1706	501
773	1707	498
774	1709	496
775	1710	493
776	1714	491
777	1716	489
778	1718	487
779	1720	485
780	1722	483
781	1724	480
782	1728	478
783	1729	476
784	1731	474
785	1732	471
786	1734	469
787	1742	468
788	1744	466
789	1746	464
790	1748	462
791	1750	459
792	1751	457
793	1753	455
794	1755	452
795	1757	450
796	1759	448
797	1762	446
798	1763	443
799	1765	441
800	1767	439
801	1768	436
802	1770	434
803	1771	431
804	1773	429
805	1775	427
806	1776	424
807	1778	422
808	1779	420
809	1782	418
810	1784	415
811	1786	413
812	1787	411
813	1789	408
814	1790	406
815	1792	404
816	1793	401
817	1795	399
818	1796	397
819	1798	394
820	1799	392
821	1801	390
822	1805	388
823	1806	385
824	1808	383
825	1809	381
826	1811	378
827	1812	376
828	1814	374
829	1816	371
830	1817	369
831	1819	367
832	1820	365
833	1822	362
834	1823	360
835	1828	358
836	1830	356
837	1832	354
838	1836	352
839	1838	350
840	1840	347
841	1841	345
842	1843	343
843	1844	340
844	1846	338
845	1848	336
846	1851	334
847	1852	332
848	1854	329
849	1855	327
850	1857	325
851	1859	322
852	1860	320
853	1862	318
854	1863	316
855	1865	313
856	1867	311
857	1868	309
858	1870	306
859	1873	304
860	1875	302
861	1876	300
862	1878	298
863	1880	295
864	1881	293
865	1883	291
866	1885	289
867	1886	286
868	1888	284
869	1889	282
870	1891	280
871	1893	277
872	1894	275
873	1896	273
874	1897	271
875	1899	268
876	1901	266
877	1902	264
878	1904	262
879	1905	259
880	1907	257
881	1908	255
882	1910	253
883	1911	250
884	1913	248
885	1916	246
886	1918	244
887	1919	242
888	1921	239
889	1923	237
890	1924	235
891	1926	233
892	1929	231
893	1930	228
894	1932	226
895	1934	224
896	1935	222
897	1939	220
898	1941	218
899	1943	215
900	1945	213
901	1949	211
902	1951	209
903	1952	207
904	1954	205
905	1956	202
906	1958	200
907	1962	198
908	1964	196
909	1965	194
910	1968	192
911	1969	190
912	1971	187
913	1973	185
914	1976	183
915	1977	181
916	1979	179
917	1980	176
918	1982	174
919	1983	172
920	1985	170
921	1986	168
922	1988	165
923	1989	163
924	1991	161
925	1993	159
926	1994	157
927	1996	154
928	2002	153
929	2004	150
930	2005	148
931	2007	146
932	2008	144
933	2010	142
934	2012	139
935	2013	137
936	2015	135
937	2017	133
938	2018	131
939	2022	129
940	2028	127
941	2031	125
942	2033	122
943	2035	120
944	2036	118
945	2038	116
946	2039	114
947	2041	111
948	2042	109
949	2046	107
950	2047	105
951	2049	103
952	2051	101
953	2052	98
954	2054	96
955	2057	94
956	2059	92
957	2060	90
958	2062	88
959	2063	85
960	2065	83
961	2068	81
962	2070	79
963	2071	77
964	2073	75
965	2074	73
966	2076	70
967	2077	68
968	2079	66
969	2080	64
970	2082	62
971	2084	60
972	2085	57
973	2087	55
974	2090	53
975	2092	51
976	2094	49
977	2096	47
978	2098	45
979	2099	42
980	2101	40
981	2103	38
982	2104	36
983	2106	34
984	2107	32
985	2114	30
986	2117	27
987	2118	25
988	2122	23
989	2123	21
990	2125	19
991	2126	17
992	2128	15
993	2129	12
994	2131	10
995	2132	8
996	2136	6
997	2138	4
998	2140	2
999	2141	0
